OBJECTID *,Stop Number,Latitude,Longitude,Type,Lights,Trash Can Orig,Trash Can,Color,GlobalID *,Stop_Name
153,7343,41.657022,-91.476446,Stop,No,No,Trash Can Not Available,#0073e6,{BFE8DA10-75C5-4FCF-931E-E0D94F2502E0},Court St @ Court St Trail
129,7265,41.648042,-91.488107,Shelter,No,No,Trash Can Not Available,#0073e6,{8E14951A-FEC8-468C-9717-0627ABA1E544},Village Rd & Village Green Blvd
20,7009,41.6512,-91.5317,Stop,No,No,Trash Can Not Available,#0073e6,{50C09F88-87E3-4B1E-9421-493494DE1F64},Gilbert St & Benton St
36,7035,41.639034,-91.520635,Stop,No,No,Trash Can Not Available,#0073e6,{C2307C7D-6D64-4BA7-BB65-22BF71911357},Crosspark Ave & Broadway St
231,8069,41.633474,-91.505345,Stop,No,No,Trash Can Not Available,#0073e6,{7D374E88-2951-48A4-BCE5-51A12DB86540},Lakeside Dr @ Amber Ln
15,7004,41.656677,-91.533498,Stop,No,Yes,Trash Can Is Available,#e60073,{A2422492-D8FE-4AC9-9938-76BEF2090967},Court St Transportation Center
230,8068,41.634995,-91.497781,Stop,No,No,Trash Can Not Available,#0073e6,{9DA39771-49A7-441D-94DD-D17A25D8DC91},Lakeside Dr @ Frontage Rd
102,7226,41.649516,-91.503637,Stop,No,No,Trash Can Not Available,#0073e6,{71A75E16-F1EC-4DC5-9266-9C0438D4973A},Muscatine Ave & 2nd Ave - Walgreens
18,7007,41.654527,-91.53033,Stop,No,No,Trash Can Not Available,#0073e6,{76FDBEE3-7F26-4716-8719-68CBD73B43FE},Gilbert St & Prentiss St
41,7047,41.646142,-91.53214,Stop,No,No,Trash Can Not Available,#0073e6,{3D3127BC-8B56-421C-AF54-83381EC81A09},"Systems Unlimited, Inc"
112,7244,41.657943,-91.532971,Stop,No,No,Trash Can Not Available,#0073e6,{350BB3B0-B906-4D99-A3E2-7D8D9670A6DF},Burlington St & Dubuque St
50,7070,41.645832,-91.53041,Stop,No,No,Trash Can Not Available,#0073e6,{B656EB69-1055-433B-85DF-8CB5CA4A0458},Highland Ave & Gilbert Court
162039,7046,<Null>,<Null>,<Null>,<Null>,<Null>,Trash Can Not Available,#0073e6,{5EC50256-C64B-4877-BC1B-9F09B3978E58},Washington St @ City Hall
223,8060,41.664636,-91.483028,Stop,No,No,Trash Can Not Available,#0073e6,{34362AAD-632C-4060-803B-3259C59EFB63},N Scott Blvd @ Lower West Branch Rd.
259,8115,41.652037,-91.554316,Stop,No,No,Trash Can Not Available,#0073e6,{E8356212-E0EE-41B5-A909-48686087DD34},Oaknoll Retirement Center #2
16,7005,41.656546,-91.5304,Stop,No,No,Trash Can Not Available,#0073e6,{D77E2412-101D-4CD9-8181-11E0106131A6},Court St & Gilbert St
94,7215,41.638283,-91.503882,Stop,No,No,Trash Can Not Available,#0073e6,{E87035A6-F2A4-4514-9AB0-C0A487AD498E},Fairmeadows Blvd @ Hollywood Blvd
290,8241,41.646362,-91.498787,Stop,No,No,Trash Can Not Available,#0073e6,{937044D8-7373-4FEA-B284-3AC20B546A84},William St & Bradford Dr - SEJH
43,7054,41.633472,-91.504395,Stop,No,No,Trash Can Not Available,#0073e6,{2E2AC35A-4E1F-4F21-8817-502B306A5F4F},Lakeside Dr & Miami Dr
22,7011,41.649528,-91.532079,Stop,No,No,Trash Can Not Available,#0073e6,{0A954192-76F1-40D1-8D95-B6A857FA59D0},Gilbert St & Kirkwood Ave
323,8279,41.642128,-91.573883,Stop,No,No,Trash Can Not Available,#0073e6,{B8068F24-5ECA-422B-B682-C1B67A07975C},Mormon Trek Blvd & Plaen View Dr
233,8078,41.680935,-91.535544,Stop,No,No,Trash Can Not Available,#0073e6,{3040E24E-D598-42EA-95B5-892F2438530C},Foster Rd & Dubuque St
51,7071,41.651178,-91.534559,Stop,No,No,Trash Can Not Available,#0073e6,{979E33E6-3F56-44A8-A5C1-D0730821E52A},Benton St & Clinton St
65,7104,41.654066,-91.526022,Stop,No,No,Trash Can Not Available,#0073e6,{4390DC07-8800-4116-8CCE-426C10A3A57B},Bowery St  & Dodge St
196,7533,41.670221,-91.52572,Stop,No,No,Trash Can Not Available,#0073e6,{B63C9380-D75B-44FA-86B8-03001EB9E8C2},North Dodge St & Brown St
221,8058,41.667744,-91.487219,Stop,No,No,Trash Can Not Available,#0073e6,{2E75553A-BADF-4BBF-97E4-BDB157CA1300},Rochester Avenue @ Amhurst Street
10317,7234,<Null>,<Null>,Stop,No,No,Trash Can Not Available,#0073e6,{4F82C3DF-0244-4FF5-BEDD-66A0FFAD1418},Sunset St @ Highway 1 Trail
340,7428,41.64281,-91.533443,Stop,No,No,Trash Can Not Available,#0073e6,{04AA0607-0D54-4D65-86FD-3EC9767A0360},Gilbert St @ Stevens Dr
243,8089,41.677103,-91.554662,Stop,No,No,Trash Can Not Available,#0073e6,{1A769DF5-3832-4064-872D-5726CEE46F54},Swisher St & Foster Rd
339,8054,41.64105,-91.533397,Stop,No,No,Trash Can Not Available,#0073e6,{52B43DE8-DB82-448B-87BE-C82B3AE73347},Southgate Ave @ Gilbert St
31,7023,41.662364,-91.537586,Stop,No,No,Trash Can Not Available,#0073e6,{10D291E9-2998-40D0-9D46-5D4908AEC924},Madison St and Jefferson St
288,8234,41.6496,-91.5669,Stop,No,No,Trash Can Not Available,#0073e6,{0BC6A293-FE0B-4142-ABA1-F930359C5E08},Benton St & Westgate St
250,8105,41.65695,-91.553999,Stop,No,No,Trash Can Not Available,#0073e6,{14E4CCBE-BD84-443F-AE50-BF0629A021D7},Melrose Ave & Golfview Ave
319,8352,41.64618,-91.58058,Stop,No,No,Trash Can Not Available,#0073e6,{857D2CD7-4AB7-4E62-AC9B-2DD8011437E2},Rohret Rd @ Shannon Dr
274,8207,41.657756,-91.549837,Stop,No,No,Trash Can Not Available,#0073e6,{69BC1263-4A45-43EA-B621-129D1AEEE002},"Ramp 2, Papajohn & Pomerantz"
324,8275,41.639733,-91.572166,Stop,No,No,Trash Can Not Available,#0073e6,{4F8F938D-247A-4EC6-A474-6BD1C3AEF12F},Morman Trek Blvd & Gryn Dr
149,7335,41.654068,-91.52745,Stop,No,No,Trash Can Not Available,#0073e6,{A5224187-58D1-49DD-9762-0976A5D3D286},Bowery St  & Johnson St
253,8109,41.655488,-91.559764,Stop,No,No,Trash Can Not Available,#0073e6,{0B8BC544-A199-4465-A0B6-832B730A31D3},Sunset St & Melrose Ave
52,7072,41.651189,-91.536101,Stop,No,No,Trash Can Not Available,#0073e6,{76D15CE3-2510-4308-8CA7-3703FA8C669F},Benton St & Capitol St
169,7436,41.660572,-91.495279,Stop,No,No,Trash Can Not Available,#0073e6,{F759338B-D66E-4F4B-9AEE-7B95400D3603},Washington St @ Green Mountain Dr
142,7318,41.656964,-91.484887,Shelter,No,No,Trash Can Not Available,#0073e6,{BE5D8D12-6BE4-4D47-94F8-FD441698A11D},Court St & Friendship Ave
242,8088,41.67719,-91.554569,Stop,No,No,Trash Can Not Available,#0073e6,{0B2B921C-A1BD-42B4-9738-6ACBE0D83CA8},Foster Rd & Swisher St
322,8281,41.643287,-91.574071,Stop,No,No,Trash Can Not Available,#0073e6,{5D020670-3A8E-40DB-9D53-3F90BCF4B520},Mormon Trek Blvd & Abbey Ln
193,7523,41.683076,-91.504813,Stop,No,No,Trash Can Not Available,#0073e6,{7F21CF48-5186-4908-9AE7-2A1C1D97400A},North Dodge St & ACT Circle
194,7523,41.683076,-91.504813,Stop,No,No,Trash Can Not Available,#0073e6,{83330E69-59B5-4F3F-803F-49EA72039D6F},North Dodge St & ACT Circle
54,7074,41.654348,-91.536163,Stop,No,No,Trash Can Not Available,#0073e6,{36D275C5-3031-41F7-9785-2F75AD5CC01B},Capitol St & Prentiss St
311,8339,45.649312,-91.595723,Stop,No,No,Trash Can Not Available,#0073e6,{3A5207B7-A149-4CFF-8772-43D9DC307DC8},Duck Creek Dr & Wild Prairie Dr
48,7061,41.642966,-91.511583,Shelter,No,Yes,Trash Can Is Available,#e60073,{CC0F302A-EA65-41B8-B916-A680ECDCE839},Sycamore Mall - Entrance
97,7218,41.639276,-91.502864,Stop,No,No,Trash Can Not Available,#0073e6,{AFCD23D2-F1F2-4103-9554-7175BA345AD1},Lower Muscatine Rd @ Fairmeadows Blvd
76,7123,41.662393,-91.528819,Shelter,Solar,No,Trash Can Not Available,#0073e6,{41382433-2823-4198-B19D-12B58C309357},Jefferson St & Van Buren St
312,8338,41.649481,-91.592813,Stop,No,No,Trash Can Not Available,#0073e6,{0D635F72-0C42-4E7E-B540-708E9917D22A},Duck Creek Dr & Partridge Court
86,7204,41.661938,-91.473274,Stop,No,No,Trash Can Not Available,#0073e6,{213889D8-1FDC-4762-9FFB-4EDDB212B689},Kenneth Dr @ Anna St
78,7128,41.630405,-91.480303,Shelter,No,No,Trash Can Not Available,#0073e6,{5530653C-957B-4CA2-A1C8-601A8CC4272D},Commerce Dr & Liberty Dr
304,9101,41.698126,-91.496437,Stop,No,No,Trash Can Not Available,#0073e6,{9CEC4AD0-40D2-492B-9C9A-23C09609F0D9},Highland Pl Outbound
338,7447,41.640763,-91.533606,Stop,No,No,Trash Can Not Available,#0073e6,{FE96CECD-286F-47E2-BFFA-D45D905085AB},Gilbert St @ Southgate Ave
136,7310,41.656745,-91.502141,Stop,No,No,Trash Can Not Available,#0073e6,{B8AE438C-71A4-4234-AFAC-DFAFE10F95DD},Court and First
171,7438,41.663134,-91.497284,Stop,No,No,Trash Can Not Available,#0073e6,{4DAF84C0-0485-4808-B8D0-83E696197294},Mount Vernon Dr & Concord Cir.
101,7225,41.650891,-91.506435,Stop,No,No,Trash Can Not Available,#0073e6,{94AC9CF9-D806-4A85-9428-5341BB9321AA},Muscatine Ave & 4th Ave
337,8053,41.635561,-91.531703,Stop,No,No,Trash Can Not Available,#0073e6,{AF1A9D3B-F957-46CA-A266-988D7A50066F},South Gilbert St @ Cherry Ave
6,254,41.662651,-91.548378,Shelter,No,Yes,Trash Can Is Available,#e60073,{6C43C1E9-A4B1-40C8-BCD3-99082E4ADBA8},Newton Rd - VA Hospital
24,7013,41.649392,-91.532158,Stop,No,No,Trash Can Not Available,#0073e6,{4B67F6AD-A878-4014-9D44-9C0D43137E2F},Kirkwood Ave & Gilbert St
300,8353,41.6569,-91.5725,Stop,No,No,Trash Can Not Available,#0073e6,{F1ED46D1-BF63-48F9-B731-62BAB516389D},Melrose Ave and Finkbine Ln
37,7036,41.640667,-91.520421,Stop,No,No,Trash Can Not Available,#0073e6,{3A209A77-EB90-4B98-A390-056731CC7CE9},Broadway St 1900 Block
257,8113,41.651904,-91.55957,Stop,No,No,Trash Can Not Available,#0073e6,{0F0E12F1-DD0F-4499-8158-BD1AE15E23C1},Sunset St & Oakcrest St
45,7057,41.63634,-91.507304,Stop,No,No,Trash Can Not Available,#0073e6,{0B213DF1-BCDF-4C59-B82C-20C7D5E6FDF3},California Ave & Grantwood St
163,7426,41.666425,-91.493283,Stop,No,No,Trash Can Not Available,#0073e6,{5D071440-5322-4032-9197-53BAE7D2971E},Rochester Ave & Larch Ln.
203,7607,41.638596,-91.482935,Stop,No,No,Trash Can Not Available,#0073e6,{D7F299C1-C7E0-4E1C-A34B-F9BEC07F074B},Scott Blvd #1
293,8246,41.6505,-91.5604,Stop,No,No,Trash Can Not Available,#0073e6,{4B0956C3-68D5-4072-8271-81D21754D6F4},Benton Street & Sunset Street
6304,7418,41.665952,-91.50323,Stop,No,No,Trash Can Not Available,#0073e6,{5515BC10-F32A-4ABA-9656-A8A43C83E980},Regina Education Center
181,7501,41.6634,-91.5228,Stop,No,No,Trash Can Not Available,#0073e6,{5EECF8B1-9B52-4A9F-9459-95A9A3FAD998},Governor St & Market St
272,8204,41.661072,-91.55062,Stop,No,No,Trash Can Not Available,#0073e6,{90697614-D4C9-4E49-8BFC-E1B67390AE6C},"Hawkins Dr - UI Center for Disabilities, Dental Co"
332,8356,41.629794,-91.540657,Stop,No,No,Trash Can Not Available,#0073e6,{F00EA8E0-1492-4946-A9A5-274DC9657353},Riverside Dr and McCollister Blvd
145,7328,41.656948,-91.476536,Stop,No,No,Trash Can Not Available,#0073e6,{EF69DB19-0725-48FB-814A-BD13487C2B9E},Court St @ Court St Trail
214,8010,41.64734,-91.546656,Stop,No,No,Trash Can Not Available,#0073e6,{06CB0802-3964-44AC-B648-9DA3550321C5},Hwy 1 West & Miller Ave
35,7034,41.639026,-91.522503,Stop,No,No,Trash Can Not Available,#0073e6,{0BAC24B9-A8AA-4ED6-A16C-DDA936195AE7},Crosspark Ave - 900 Block
80,7131,41.633013,-91.482825,Shelter,No,No,Trash Can Not Available,#0073e6,{C4A6B9B6-2A61-4D12-97D5-246BE1271A68},Scott Blvd & Systems Unlimited
10319,7444,<Null>,<Null>,Stop,No,No,Trash Can Not Available,#0073e6,{49D55FC6-07B8-4A7C-84D0-81EFF6EF0F15},Benton St @ Willow Creek Park
160,7423,41.666881,-91.49979,Stop,No,No,Trash Can Not Available,#0073e6,{18483788-46F0-4EB5-8F77-10E783340C32},Rochester Ave & Post Rd
170,7437,41.660538,-91.498362,Stop,No,No,Trash Can Not Available,#0073e6,{4042F775-ACA2-460D-AD57-A9EE0FF130BD},Washington St @ Mount Vernon Dr
341,7025,41.64487,-91.532837,Stop,No,No,Trash Can Not Available,#0073e6,{43A12E6B-976B-403D-9B34-737DFFA00889},Gilbert St @ Hills Bank
133,7303,41.656732,-91.508412,Stop,No,No,Trash Can Not Available,#0073e6,{544779A0-4139-4F32-A702-3F44C5BC73AA},Court St & Morningside Dr
141,7316,41.656849,-91.49195,Shelter,No,No,Trash Can Not Available,#0073e6,{54D9FBF8-211A-45CB-86A8-230DFD1CE82F},Court St & Westminster St
317,8348,41.646087,-91.585742,Stop,No,No,Trash Can Not Available,#0073e6,{04B494FB-03E2-4935-B718-C7A3F134880E},Rohret Rd & Duck Creek Dr
289,8236,41.649672,-91.564327,Stop,No,No,Trash Can Not Available,#0073e6,{FDA08C42-5151-42B9-9FD8-6C42AEF8C7B4},Benton St - Horn Elementary
321,8331,41.64591,-91.574283,Stop,No,No,Trash Can Not Available,#0073e6,{9BBAA525-5D47-4DBC-A1A1-6D4B9A1B98E5},Mormon Trek Blvd & Rohret Rd
165,7429,41.663906,-91.486013,Stop,No,No,Trash Can Not Available,#0073e6,{3A29FD8B-4689-45DA-A5B7-2256EB61CE9F},Amhurst St & Hastings Ave
162038,8064,<Null>,<Null>,<Null>,<Null>,<Null>,Trash Can Not Available,#0073e6,{F5D728CE-86D8-45B0-B0D9-248931CE323B},Lakeside Dr @ Lombard St
162044,7120,<Null>,<Null>,<Null>,<Null>,<Null>,Trash Can Not Available,#0073e6,{F3DCEAB9-A736-4587-9157-663395B329EC},Kirkwood Community College
63,7093,41.667896,-91.532934,Stop,No,No,Trash Can Not Available,#0073e6,{B229D4BC-1EE8-4157-BAD4-AD575AD11724},Dubuque St & Church St
53,7073,41.651574,-91.536323,Stop,No,No,Trash Can Not Available,#0073e6,{1889BD73-9C47-4BDB-BE92-522BEFCEE57B},Capitol St & Benton St
70,7110,41.6494,-91.523484,Stop,No,No,Trash Can Not Available,#0073e6,{A01E6F08-F77C-47BB-89C2-FEB7D76C9FA4},Kirkwood Ave & Keokuk St
314,8347,41.645334,-91.590143,Stop,No,No,Trash Can Not Available,#0073e6,{247E84CF-C0D9-4290-80B9-6B79FAA9BD38},Rohret Rd & Hunters Run
151,7338,41.6622,-91.4688,Stop,No,No,Trash Can Not Available,#0073e6,{E0F62F51-0B36-436C-889B-AB26C28A173C},Ashford Place @ York Place
162,7425,41.666862,-91.495514,Stop,No,No,Trash Can Not Available,#0073e6,{7240BD1A-8E68-4BB3-8B49-6D639A3062D3},Mount Vernon Dr & Rochester Ave
177,7450,41.667,-91.53312,Stop,No,No,Trash Can Not Available,#0073e6,{9E924687-9467-4F1F-9604-249274CD25E5},Dubuque St & Fairchild St
266,8128,41.645604,-91.559423,Stop,No,No,Trash Can Not Available,#0073e6,{A31E7B81-7259-490B-A59D-28834DE99E6D},Sunset St & Denbigh Dr
298,8343,41.66237,-91.52449,Stop,No,No,Trash Can Not Available,#0073e6,{2A431558-4DAC-4036-A8D2-1762B09F0A09},Jefferson St. @ Lucas St.
313,8337,41.648734,-915897205,Stop,No,No,Trash Can Not Available,#0073e6,{5F33369D-F6ED-4A48-85BA-7D8535DC9FEF},Deerfield Dr & Duck Creek Dr
6305,7420,41.666406,-91.501373,Stop,No,No,Trash Can Not Available,#0073e6,{8CC10E50-F447-4175-8D04-CC4F209F1F5F},Rochester Ave @ 1st Ave
238,8084,41.681362,-91.540142,Stop,No,No,Trash Can Not Available,#0073e6,{F43D1C23-79D2-44B3-B4DF-2460B1BFDA7A},Foster Rd & Idyllwild Dr
32,7024,41.643052,-91.5336,Stop,No,No,Trash Can Not Available,#0073e6,{3FD19763-6E93-4272-8768-054A98328186},Gilbert St & Stevens Dr
227,8066,41.633402,-91.505394,Stop,No,No,Trash Can Not Available,#0073e6,{AB4977F5-7CAB-4338-8418-3B547155C4DF},Lakeside Dr @ Reagal Ln
335,8052,41.631198,-91.528867,Stop,No,No,Trash Can Not Available,#0073e6,{8F4E15CB-95F1-4C87-892C-4C0BE437EF86},Iowa River Trail @ S Gilbert St
55,7077,41.656591,-91.536372,Stop,No,No,Trash Can Not Available,#0073e6,{C4F59DB4-F4A8-4D15-81EE-C6F03380F53C},Court St & Capitol St
61,7091,41.6635,-91.533,Stop,No,No,Trash Can Not Available,#0073e6,{1A5AF27E-92AF-4874-8B2F-64D88A6CB092},Dubuque St & Market St
138,7312,41.656781,-91.500252,Stop,No,No,Trash Can Not Available,#0073e6,{57DFB613-1A57-43D2-8649-2DE88242021F},Court St & Upland Ave
158,7412,41.66388,-91.511992,Stop,No,No,Trash Can Not Available,#0073e6,{31A99646-54E7-441C-A2CC-3D4FC3395D84},Rochester Ave & 7th Ave
275,8208,41.655874,-91.559355,Stop,No,No,Trash Can Not Available,#0073e6,{2984B699-3E81-49D3-8343-DE5015BB2E49},Melrose Ave & Sunset St
83,7151,41.656249,-91.514264,Stop,No,No,Trash Can Not Available,#0073e6,{C1EF44D5-3D96-4D40-ACF7-57EB418C8453},Muscatine Ave & Rundell St
283,8218,41.663651,-91.534947,Stop,No,No,Trash Can Not Available,#0073e6,{BC6C2D13-93F3-47CD-87E1-2E48201A7A2C},Market St @ Clinton St - Old Brick
333,7452,41.628007,-91.528109,Stop,No,No,Trash Can Not Available,#0073e6,{C0FCA6B7-DC94-40A2-B3AB-870DCBBC39C6},McCollister Blvd @ S Gilbert St
40,7040,41.661214,-91.540482,Stop,No,No,Trash Can Not Available,#0073e6,{C4637A3C-1D53-4B7D-B58B-AE0EBF70B0D2},Iowa Ave - English Philosophy Building
204,7609,41.645171,-91.483082,Stop,No,No,Trash Can Not Available,#0073e6,{E831F023-8667-483C-A2F0-2C7B9CA0A877},Wellington Dr & Scott Blvd
161,7424,41.667054,-91.495644,Stop,No,No,Trash Can Not Available,#0073e6,{82025AB9-CCA5-4F8A-B6CB-4351DFF3A7E7},Rochester Ave & Mount Vernon Dr
99,7220,41.675737,-91.519787,Stop,No,No,Trash Can Not Available,#0073e6,{40CA1075-5F1E-4328-9E33-30710C85B06C},7 North Dodge @ Hy-Vee
172,7439,41.665082,-91.496543,Stop,No,No,Trash Can Not Available,#0073e6,{1C596956-932E-46F8-8608-82CA371E631F},Mount Vernon Dr 300 Block
107,7236,41.65671,-91.511697,Stop,No,No,Trash Can Not Available,#0073e6,{A3896326-C93F-4004-B8AE-A3B719F7CEA9},Court St & 7th Ave
109,7238,41.6486,-91.5593,Stop,No,No,Trash Can Not Available,#0073e6,{C1285C12-0A5F-479C-967F-2D725205A054},Sunset St @ Arbury Dr
182,7502,41.6656,-91.5227,Stop,No,No,Trash Can Not Available,#0073e6,{FA9C7F76-9B0E-47C5-9E98-75C3E5CF6D64},Governor St & Davenport St
296,8282,41.676764,-91.50384,Stop,No,No,Trash Can Not Available,#0073e6,{FA1D434D-34BC-4702-8E17-E68C752B9BE7},Oaknoll East
38,7038,41.63695,-91.518465,Stop,No,No,Trash Can Not Available,#0073e6,{AD444E9A-E5FE-46DC-AC4A-5D4DB12F3273},Sandusky Dr & Taylor Dr
139,7314,41.656816,-91.497029,Stop,No,No,Trash Can Not Available,#0073e6,{259A4F18-C070-458E-89B3-4C697BF7C4C1},Court St & Terrace Rd
140,7314,41.656816,-91.497029,Stop,No,No,Trash Can Not Available,#0073e6,{94E916DB-913D-44E1-AE25-8467BF790627},Court St & Terrace Rd
178,7453,41.663733,-91.533146,Stop,No,No,Trash Can Not Available,#0073e6,{7CC812D5-94B4-4149-8AE7-BAAF15F2C41C},Dubuque St & Market St
210,8002,41.653794,-91.540566,Stop,No,No,Trash Can Not Available,#0073e6,{5D6E0FDB-CC5A-40A6-8945-AD7F06DF5CB8},Riverside Dr & Myrtle Ave
185,7506,41.674192,-91.523045,Stop,No,No,Trash Can Not Available,#0073e6,{2D5D783B-143B-43BD-8C64-89F49D89BCB0},Governor St & North Dodge St
234,8079,41.681166,-91.537754,Stop,No,No,Trash Can Not Available,#0073e6,{D826F93F-C7B0-48E8-BCA0-90C99D727FC4},Foster Rd & Laura Dr
10311,8333,<Null>,<Null>,Stop,No,No,Trash Can Not Available,#0073e6,{C3C3F91D-A92E-47D5-BABC-A294FA64F251},Jensen St @ Jensen Court
162046,8342,<Null>,<Null>,<Null>,<Null>,<Null>,Trash Can Not Available,#0073e6,{156A652D-48A4-4785-B376-209C799DC57F},Dubuque St @ Park Rd
188,7511,41.68011,-91.51058,Stop,No,No,Trash Can Not Available,#0073e6,{6C54E444-CDD6-41ED-8983-4AC5865758F0},Iowa City Community School District Office
10316,9102,<Null>,<Null>,Stop,No,No,Trash Can Not Available,#0073e6,{323ED519-4B3A-4203-A2EC-EFDE587DAB4A},Highlander Hotel
44,7055,41.635306,-91.50299,Stop,No,No,Trash Can Not Available,#0073e6,{0AF20569-5161-4BA3-9686-8EBCFBB98BB0},Miami Dr & California Ave
226,8063,41.635333,-91.517921,Stop,No,No,Trash Can Not Available,#0073e6,{ED62FC23-E90A-4CC5-9FDE-48B9FC038929},Burns Ave @ Taylor Dr
316,8336,41.646194,-91.585729,Stop,No,No,Trash Can Not Available,#0073e6,{B09E14B7-05B3-4B7B-89A5-DF70B6DB33BB},Rohret Rd & Duck Creek Dr
10313,8332,<Null>,<Null>,Stop,No,No,Trash Can Not Available,#0073e6,{2DFE9EB2-4A0F-48A7-95BB-000F23793862},Coll Dr @ Coll Court
183,7503,41.6681,-91.5227,Stop,No,No,Trash Can Not Available,#0073e6,{E0E57CC3-AE5B-4B26-91A6-877575F38BEF},Governor St & Church St
252,8306,41.67094,-91.532844,Stop,No,No,Trash Can Not Available,#0073e6,{D48D8F21-F48E-4DFD-9831-A24782D5DFDA},Dubuque St @ Park Rd
278,8211,41.656058,-91.566474,Stop,No,No,Trash Can Not Available,#0073e6,{3A220F54-354E-468B-89E5-FE3DDFB90E73},Melrose Ave & Westgate St
305,9103,41.689215,-91.49635,Stop,No,No,Trash Can Not Available,#0073e6,{DCF66B7E-937C-4D21-8421-3915860B346D},Highland Pl Inbound
276,8209,41.655844,-91.564347,Stop,No,No,Trash Can Not Available,#0073e6,{0523A8E9-CA9E-4053-9F1E-CCE8453830B4},Melrose Ave & Emerald St
334,7449,41.628479,-91.527475,Stop,No,No,Trash Can Not Available,#0073e6,{E5BA9F9C-2DEA-4756-B288-AEC00D74227A},S. Gilbert St @ McCollister Blvd
156,7405,41.662861,-91.519389,Stop,No,No,Trash Can Not Available,#0073e6,{ECD35282-1723-4AC0-B2ED-364C87F865B3},Clapp St & Hotz Ave
184,7504,41.67,-91.5227,Stop,No,No,Trash Can Not Available,#0073e6,{75C73D71-E412-4359-9C61-C94A8D223939},Governor St & Brown St
10318,7240,<Null>,<Null>,Stop,No,No,Trash Can Not Available,#0073e6,{AC840EED-7BDB-43B3-8C24-1FF241E07A83},Benton St @ Spencer Dr
216,8013,41.645124,-91.553658,Stop,No,No,Trash Can Not Available,#0073e6,{76ACAF53-4368-4295-A0EE-71600B44E6F4},Westport Plaza 1
220,8056,41.66389,-91.515896,Stop,No,No,Trash Can Not Available,#0073e6,{A7CC3EDC-FD48-4B39-90D8-A0A9A788C3E3},Rochester Ave @ Parsons Ave.
225,8062,41.635341,-91.511876,Stop,No,No,Trash Can Not Available,#0073e6,{AD5E1F8D-FD54-4CB0-9B9D-36F6DA79EC83},Burns Ae @ Sycameore St
46,7058,41.6362,-91.5115,Stop,No,No,Trash Can Not Available,#0073e6,{10A6A083-06D9-4E0E-B8CE-F5AF7301A8C5},California Ave & Sycamore St
49,7069,41.665728,-91.532976,Stop,No,No,Trash Can Not Available,#0073e6,{942CDE49-1A27-47CC-A1B2-7CAB13F1333A},Dubuque St & Davenport St
72,7114,41.6494,-91.515841,Stop,No,No,Trash Can Not Available,#0073e6,{2D72D149-DB34-4821-B80F-E2668379123E},Kirkwood Ave & Franklin St
143,7319,41.657096,-91.48474,Stop,No,No,Trash Can Not Available,#0073e6,{400DB86F-3E6C-4594-AAEC-A3F2639E3CE7},Friendship St & Court St
336,7448,41.631575,-91.529289,Stop,No,No,Trash Can Not Available,#0073e6,{AB406664-24DB-40BF-A178-B2A5B934B59D},Gilbert St @ Napoleon Lane
255,8111,41.653271,-91.559619,Stop,No,No,Trash Can Not Available,#0073e6,{CD13F329-407B-45B6-801D-479DFBCC3BDC},Sunset St & Marietta Ave
6306,7422,41.666811,-91.499701,Stop,No,No,Trash Can Not Available,#0073e6,{EFA761D0-2ECC-4CC2-8E65-A326E0D3F5CB},Rochester Ave @ Post Rd
104,7231,41.653916,-91.504825,Stop,No,No,Trash Can Not Available,#0073e6,{1B23165C-075A-4B74-9631-433F86F0B755},3rd Ave & Friendship St
125,7260,41.647535,-91.498784,Stop,No,No,Trash Can Not Available,#0073e6,{CAB3D07B-3769-4E75-8772-DA7D0AC36118},William St & Wayne Ave @ South East Jr. High
189,7512,41.681116,-91.508184,Stop,No,No,Trash Can Not Available,#0073e6,{CCECA69A-4AB4-449A-B18F-C02957A081D6},North Dodge St & Scott Blvd
62,7092,41.651205,-91.501932,Stop,No,No,Trash Can Not Available,#0073e6,{2AAF0958-444B-4B70-B94D-EC0D7B77DC20},1st Ave @ Hy Vee
6303,1477,41.6637,-91.5075,Stop,No,No,Trash Can Not Available,#0073e6,{6C7C7C7D-0BC8-4FA3-8B2D-0B50C768A727},Rochester Ave @ Ashwood Dr
60,7082,41.642488,-91.510239,Stop,No,No,Trash Can Not Available,#0073e6,{1FF740B7-F641-47D4-8F33-5B4218E36F72},Iowa City Marketplace
279,8213,41.6563,-91.5691,Stop,No,No,Trash Can Not Available,#0073e6,{ABFCBC67-A74A-4AB6-83D9-2F525FFB3B03},Melrose Ave & Macbride Rd
307,9100,41.680272,-91.507178,Stop,No,No,Trash Can Not Available,#0073e6,{372A6505-AA3A-430F-B3A6-0E8F27D8E9ED},N Dubuque @ Scott Blvd
5,253,41.662693,-91.548658,Shelter,No,No,Trash Can Not Available,#0073e6,{F9CDA0E8-7DCB-472D-8AA7-AEAC34C636D6},Newton Rd - VA Hospital
187,7510,41.6799,-91.5108,Stop,No,No,Trash Can Not Available,#0073e6,{8D02717A-A3C3-4455-A1AE-45B7754E2EB6},Iowa City Community School District Office
241,8087,41.679403,-91.55318,Stop,No,No,Trash Can Not Available,#0073e6,{C2A1B298-06A7-417B-A793-82565CD34068},Foster Rd 900 Block
1,1,41.660199,-91.535049,Stop,No,Yes,Trash Can Is Available,#e60073,{871F65AD-7D6D-4F0D-A667-E3713D1D267C},Downtown Interchange
